b'id',b'created_at',b'retweet_count',b'text',Sentiment,ProbPos,ProbNeg,StockDate
707910460952154112,2016-03-10 12:46:20,25,b'ECB deposit rate -0.4% vs -0.4% expected and -0.3% previous.\nRefi rate cut to 0% from 0.05%.\nMarginal lending rate cut to 0.25% from 0.3%',pos,0.8084,0.1916,2016-03-11
707697265771679744,2016-03-09 22:39:11,2,"b""Here's Bespoke's Asset Class Performance Matrix for 3/9/16: https://t.co/xJoq0Rbt2s""",neg,0.459,0.541,2016-03-10
707671744270704640,2016-03-09 20:57:46,9,"b""Here's a look at the 25 largest S&amp;P 500 stocks as of the close on 3/9/09: https://t.co/wqIZuNlQsc https://t.co/NohBKYaLHJ""",pos,0.6521,0.3479,2016-03-10
707671523012771841,2016-03-09 20:56:53,4,"b'On 3/9/09, just 5 S&amp;P 500 stocks were above $100/share.  Today there are 98 triple-digit stocks in the index: https://t.co/wqIZuNlQsc'",neg,0.254,0.746,2016-03-10
707671328577482752,2016-03-09 20:56:07,4,"b'On 3/9/09, 119 stocks in S&amp;P 500 traded less than $10/share.  Today just 8 index members are below $10: https://t.co/wqIZuNlQsc'",neg,0.2379,0.7621,2016-03-10
707671040214880256,2016-03-09 20:54:58,2,b'The S&amp;P 500 Seven Years Later.  Some interesting stats in this post!  https://t.co/wqIZuNlQsc  $SPY $AAPL $XOM $AMZN $FB $MSFT $GOOGL $WMT',pos,0.9866,0.0134,2016-03-10
707670646839443456,2016-03-09 20:53:24,8,"b""Here's a look at S&amp;P 500 sector weightings as of 3/9/09 and as of today.  https://t.co/o9pSM1pEuI https://t.co/nWuS0mWNw5""",neg,0.3375,0.6625,2016-03-10
707663772714975233,2016-03-09 20:26:05,26,"b'RT @ReformedBroker: March 9th 2009 wasn\xe2\x80\x99t the bottom for stocks, just for the S&amp;P 500. \n\nhttps://t.co/ixlntzCDEE via @allstarcharts https:/\xe2\x80\xa6'",pos,0.6471,0.3529,2016-03-10
707638672003301376,2016-03-09 18:46:21,3,b'Thanks @barronsonline for the mention!  https://t.co/ESvY7jFzJ6',pos,0.5789,0.4211,2016-03-10
707616569493471232,2016-03-09 17:18:31,1,"b""Trip down memory lane, here's Bespoke Premium's Morning Lineup from 3/9/09: https://t.co/YvGAORVHW2  https://t.co/E4ZftsxlZy""",pos,0.6614,0.3386,2016-03-10
707615938489798656,2016-03-09 17:16:01,1,"b""Here's a look at analyst upgrades and downgrades from 3/9/09: https://t.co/Bh6WS45NjE  Note the $AMZN, $KO, $BBY upgrades.""",neg,0.2799,0.7201,2016-03-10
707615850069663745,2016-03-09 17:15:40,5,"b""Crude just can't make up its mind. https://t.co/Ram2BMjWlf""",neg,0.0262,0.9738,2016-03-10
707615368714588160,2016-03-09 17:13:45,1,"b'Here\'s a report titled ""The Next Rally"" sent to members on 3/9/09.  Got some things right, some wrong: https://t.co/uZRWUyV2Zl'",neg,0.2475,0.7525,2016-03-10
707614965478375424,2016-03-09 17:12:09,1,"b""Here's Bespoke Premium's monthly Economic Indicators report from 3/9/09, the day of the low: https://t.co/sUerVrDLHt""",pos,0.7601,0.2399,2016-03-10
707595612468989952,2016-03-09 15:55:15,3,b'https://t.co/atIeS0GxIp',pos,0.5374,0.4626,2016-03-10
707595182959693828,2016-03-09 15:53:32,10,b'Had to adjust the y-axis on crude oil inventories again. https://t.co/gqr9NrgQbF',neg,0.224,0.776,2016-03-10
707593940086726656,2016-03-09 15:48:36,7,b'New multi-year highs in gasoline demand. mm bpd averages:\nDec 9.31\nJan 8.60\nFeb 9.26\n9.41 mm bbpd first week of Mar https://t.co/evzrGcV4n1',neg,0.2845,0.7155,2016-03-10
707593882477989889,2016-03-09 15:48:22,2,"b'$CVS back above the $100 resistance level, looks to close in triple-digit territory for the first time since November 2nd.'",neg,0.0992,0.9008,2016-03-10
707593438984847361,2016-03-09 15:46:36,4,"b""Chevron $CVX up 4%, easily erasing yesterday's decline and moving back into positive territory for the year.""",neg,0.2037,0.7963,2016-03-10
707579425982967808,2016-03-09 14:50:56,0,"b""As we're hiring (https://t.co/tonh1jI4Ia), please also follow us on Linkedin.  Very helpful for us!  Thanks.  https://t.co/AVzziLwYuz""",neg,0.4593,0.5407,2016-03-10
707575063239921665,2016-03-09 14:33:35,2,"b""See Bespoke's Chart of the Day looking at 3 key financial stocks by starting a free research trial.  Sign up here: https://t.co/lruNbu0Ver""",pos,0.8284,0.1716,2016-03-10
707339576562589697,2016-03-08 22:57:51,4,"b""Here's Bespoke's Asset Class Performance Matrix for 3/8/16: https://t.co/CHfBboNuZk  $SPY $XLE $USO $GLD $$""",neg,0.459,0.541,2016-03-09
707338360176713732,2016-03-08 22:53:01,1,b'57th day since 1990 that the Energy sector has fallen 4%+.  Next day average change has been +1.31% historically.  https://t.co/RVbMr7UYI4',neg,0.0116,0.9884,2016-03-09
707338074724966401,2016-03-08 22:51:53,8,b'Today was the 19th time the Energy sector has fallen 4%+ and underperformed S&amp;P 500 by 300+ bps since 1990.  https://t.co/RVbMr7UYI4',neg,0.2974,0.7026,2016-03-09
707315436816375810,2016-03-08 21:21:56,4,"b'After ending streak of 300+ trading days closing below its 200-DMA, $CAT could only stay above that level for a day. https://t.co/DOKU7yTBpt'",neg,0.0783,0.9217,2016-03-09
707313412041220097,2016-03-08 21:13:53,2,b'Bespoke is hiring!  Please apply or refer us to qualified candidates if interested.  Here are the job details: https://t.co/hpqkyTLS9X',neg,0.2401,0.7599,2016-03-09
707310614901891072,2016-03-08 21:02:46,5,b'Stocks in the S&amp;P 1500 trading under $5 per share are down an average of 8.3% today.',neg,0.0606,0.9394,2016-03-09
707310244280602625,2016-03-08 21:01:18,4,"b'Small caps, Energy, Materials, Industrials, and low priced stocks underperforming today. Welcome back to January.'",pos,0.9501,0.0499,2016-03-09
707250146258583552,2016-03-08 17:02:29,3,"b""Today's sector/stock action is a complete mirror of yesterday's action.""",neg,0.2758,0.7242,2016-03-09
707234812503957508,2016-03-08 16:01:33,1,"b""100x ROI on our Consumer Pulse report: primary survey based rsch at a fraction of the cost.  Today's example: $AAPL https://t.co/aNNyTJBBrT""",neg,0.0842,0.9158,2016-03-09
707223097905188864,2016-03-08 15:15:00,2,"b""Here's an interesting look at Apple $AAPL demand and retention rates through our Pulse analysis: https://t.co/aNNyTJBBrT""",pos,0.9828,0.0172,2016-03-09
707217406146510848,2016-03-08 14:52:23,1,b'Google $GOOGL from $705 to $720 in the blink of an eye.',pos,0.8592,0.1408,2016-03-09
707216269343334400,2016-03-08 14:47:52,5,b'The biggest sector winners since 2/11 are the biggest losers today. $XLE $XLF $XLB https://t.co/eY4AlAVqfI',pos,0.6044,0.3956,2016-03-09
707211842184220672,2016-03-08 14:30:17,15,b'NFIB Small Biz Optimism is now in its largest peak to trough drop of the current cycle. https://t.co/09HD8gnNUF https://t.co/7bPAzVPtRr',neg,0.0791,0.9209,2016-03-09
707206280931311616,2016-03-08 14:08:11,3,"b""Stay on top of market internals and other key metrics each AM with Bespoke's Morning Lineup: https://t.co/1bPXtMHTcd https://t.co/HCnOAC1SbC""",pos,0.8269,0.1731,2016-03-09
707197227765264386,2016-03-08 13:32:12,8,"b'When low priced stocks rip, they really rip. https://t.co/fyJfo3eUpb https://t.co/dDo4z1rqiP'",pos,0.9517,0.0483,2016-03-09
707196685886332929,2016-03-08 13:30:03,1,"b'Last night\'s Bespoke ""Closer"" report takes a closer look at Consumer Credit plus sector valuations: https://t.co/NqHDh84Q1A'",pos,0.8443,0.1557,2016-03-09
707041730730860544,2016-03-08 03:14:19,43,"b'CHINA FEB. EXPORTS FALL 25.4% Y/Y IN USD; EST. -14.5%\nAnd this is the ""official"" data. https://t.co/qWXGkmsNFR'",pos,0.7868,0.2132,2016-03-08
706971598839013380,2016-03-07 22:35:38,8,"b""Here's today's asset class performance matrix from Bespoke: https://t.co/ob6z4S4ys6  $SPY $QQQ $IWM $XLV $USO $XLE https://t.co/w9DzDkElpM""",pos,0.9472,0.0528,2016-03-08
706957731039735808,2016-03-07 21:40:32,4,"b'Our Financial Headlines chart for Feb 16, start a Premium trial for the full report. https://t.co/RdIaYxMZ6a https://t.co/bUUTqTBhpv'",neg,0.4649,0.5351,2016-03-08
706947757462917120,2016-03-07 21:00:54,18,"b'Crude is up nearly 30% from its 2/11 close, but still down 16.7% YTD.'",neg,0.0566,0.9434,2016-03-08
706934613843824640,2016-03-07 20:08:40,3,b'Very unusual day of trading with huge performance discrepancies across groups and sectors.',pos,0.999,0.001,2016-03-08
706907034189434882,2016-03-07 18:19:05,11,b'FANG stocks significantly underperforming today as investors continue to buy beaten down Energy and Materials names. $FB $AMZN $NFLX $GOOGL',pos,0.8498,0.1502,2016-03-08
706898442631696384,2016-03-07 17:44:56,6,b'The 52 S&amp;P 1500 stocks that closed below $5 on 2/11 are up an average of 59% since. https://t.co/tahvpDJG3Y https://t.co/kBoF1FFDGC',neg,0.0177,0.9823,2016-03-08
706888920643051525,2016-03-07 17:07:06,8,b'RT @zerohedge: HFs had just started unwinding the growth/value trade and...oops',neg,0.401,0.599,2016-03-08
706864580752969729,2016-03-07 15:30:23,5,b'2016 is the first year since at least 2005 that gas prices have been down YTD through 3/7. https://t.co/B3IxNsKeFh https://t.co/CTPeJhDno2',pos,0.6387,0.3613,2016-03-08
706855161591930880,2016-03-07 14:52:57,1,"b""Today's Bespoke Chart of the Day looks at strong starts to March and what it means for the remainder of the month: https://t.co/KXi2mRnkTB""",neg,0.0777,0.9223,2016-03-08
706837413318959104,2016-03-07 13:42:26,1,"b'Monday mornings are the perfect time to start a free trial of Bespoke:  14 days, no credit card needed. \n\nhttps://t.co/Iz6aptf16p'",neg,0.3369,0.6631,2016-03-08
706472158768148481,2016-03-06 13:31:02,1,"b'Here are Brunch Reads for this week.\nFeaturing @GavinHJackson, @M_C_Klein, @boes_, China, whisky, macro, &amp; PR pups.\nhttps://t.co/YIHK3N9vrp'",pos,0.675,0.325,2016-03-07
705877093570191361,2016-03-04 22:06:28,8,"b""The S&amp;P 500's 3.5% gain to start March is its strongest 4-day start to the month since '02 and its 4th strongest start to March in history.""",pos,0.7519,0.2481,2016-03-05
705876554837049345,2016-03-04 22:04:19,5,"b'The S&amp;P 500 traded right to the top of its range today, check out the chart. https://t.co/cLaxAZEsHN https://t.co/HU2lRPhZ8n'",pos,0.8218,0.1782,2016-03-05
705874869213384704,2016-03-04 21:57:37,1,"b""We cover the Smart Money Indicator in today's Chart of the Day: https://t.co/jx2DrA7R0h""",pos,0.592,0.408,2016-03-05
705849375659073536,2016-03-04 20:16:19,3,b'RT @BenEisen: The 3:30 ramp has been alive and well in the last few weeks. Chart from @bespokeinvest https://t.co/q1utdxkY8W',pos,0.7466,0.2534,2016-03-05
705849336194834433,2016-03-04 20:16:10,1,b'Start a no-obligation Bespoke free trial today and see our weekly Bespoke Report newsletter due out later today: https://t.co/RdIaYxMZ6a',pos,0.8933,0.1067,2016-03-05
705834468691611649,2016-03-04 19:17:05,2,"b'Of the HY bonds tracked by BBG today, 1,767 are tighter in spread. 190 are wider.'",pos,0.7185,0.2815,2016-03-05
705833952737697794,2016-03-04 19:15:02,6,"b'We think it would be fair to describe the price action in high yield as ""quite constructive"" today. https://t.co/TsGejFfurb'",neg,0.0959,0.9041,2016-03-05
705817790930948096,2016-03-04 18:10:49,3,"b'RT @juleshyman: As of yesterday, interest-rate futures indicated a 63.7% chance of increase @Dec meeting. Now -- 69.5% @wintermute0101 @mat\xe2\x80\xa6'",pos,0.7262,0.2738,2016-03-05
705815952680615936,2016-03-04 18:03:31,9,"b'Total rigs dropped by 13, 1 above a new all-time low for combined gas and oil rig count in the US.'",neg,0.0003,0.9997,2016-03-05
705806054769225728,2016-03-04 17:24:11,8,"b'Caterpillar $CAT now up 8% YTD, the 3rd best Dow stock on the year: https://t.co/NlZt4pAvY0 https://t.co/nin1lLUHop'",pos,0.7971,0.2029,2016-03-05
705799798243381248,2016-03-04 16:59:19,2,b'US Steel $X now up 105% since February 11th: https://t.co/e2MQWhRTat https://t.co/Aeb23PdAjG',neg,0.4818,0.5182,2016-03-05
705786023545012225,2016-03-04 16:04:35,1,b'Netflix $NFLX back above $100.',neg,0.3091,0.6909,2016-03-05
705785213641736192,2016-03-04 16:01:22,19,"b'RT @clusterstock: In the last 75 years, 81% of New York City snowstorms fell on a weekend. The odds of this happening were 500 to 1. https:\xe2\x80\xa6'",neg,0.3228,0.6772,2016-03-05
705778631533043713,2016-03-04 15:35:13,1,b'Our Employment Situation Report review: strong jobs growth but wages stumble.\nhttps://t.co/G97c3S7Dfa',pos,0.7244,0.2756,2016-03-05
705771717990473728,2016-03-04 15:07:44,4,"b""RT @LeanneBMiller: Here's how to beat the market this year: Bespoke https://t.co/CpbblXKWqq | @CNBCFastMoney""",pos,0.5423,0.4577,2016-03-05
705764404701347840,2016-03-04 14:38:41,2,b'Tesla $TSLA pushes back above $200 after dipping into the low $140s less than a month ago.',neg,0.0548,0.9452,2016-03-05
705751377910308864,2016-03-04 13:46:55,20,b'Brazilian equities up 20% this week. Best week for the Ibovespa since September 1998 in the aftermath of Russian debt default and LTCM. $EWZ',neg,0.4207,0.5793,2016-03-05
705747285787992064,2016-03-04 13:30:39,8,b'Household survey +530k vs +175k exp/+615k prev.\nAvg weekly hours 34.4 vs 34.6 exp/prev.\nU6 9.7% vs 9.9% prev.',neg,0.3316,0.6684,2016-03-05
705747210298925056,2016-03-04 13:30:21,12,b'Unemployment rate 4.9% vs 4.9% exp/prev.\nAvg Hourly Earnings +2.2% YoY vs +2.5% exp/prev.\nLFPR 62.9% vs 62.8% exp/62.7% prev.',pos,0.6196,0.3804,2016-03-05
705747131638931456,2016-03-04 13:30:02,22,b'US February Nonfarm Payrolls +242k vs +195k expected and +151k previous.',pos,0.6211,0.3789,2016-03-05
705734275409297408,2016-03-04 12:38:57,33,b'The USD is now down versus all 31 major global currencies over the past five sessions.',neg,0.1384,0.8616,2016-03-05
705585593431035906,2016-03-04 02:48:09,3,b'When did Fox News start broadcasting the WWE?',neg,0.0208,0.9792,2016-03-04
705518905327001600,2016-03-03 22:23:09,0,b'@hmeisler @IvanTheK Guess the market was bearish from 2009-2014.',pos,0.5342,0.4658,2016-03-04
705496135008321540,2016-03-03 20:52:40,1,"b""Get Bespoke's research free for 14 days (no risk, no credit card needed, 1 click sign up via Twitter)\nhttps://t.co/U2dgcIulqO""",neg,0.0056,0.9944,2016-03-04
705490040772829184,2016-03-03 20:28:27,18,b'74% of S&amp;P 500 stocks now above 50-day moving averages.  Index needs another 1.75% to get back above its 200-DMA. https://t.co/JH28h93NaG',neg,0.0085,0.9915,2016-03-04
705420263937146881,2016-03-03 15:51:11,0,"b""ICYMI, here's Bespoke's Paul Hickey on @CNBCFastMoney yesterday: https://t.co/mOzxcaaK9U""",neg,0.4516,0.5484,2016-03-04
705415286380470272,2016-03-03 15:31:24,2,b'ISM Services breaks three month streak of weaker than expected readings. https://t.co/QkdEQMTftJ',neg,0.0478,0.9522,2016-03-04
705415081341947904,2016-03-03 15:30:36,9,b'RT @Bespoke_Weather: NAT GAS EIA DATA HIT: -48 bcf net implied flow for wk ending Feb. 26 vs. BWS estimate of -51 bcf and market estimates \xe2\x80\xa6',pos,0.7301,0.2699,2016-03-04
705408926775435264,2016-03-03 15:06:08,4,b'First sub-50 reading in employment for the Services sector since February 2014.',neg,0.4871,0.5129,2016-03-04
705398980180615168,2016-03-03 14:26:37,1,"b'Hmmm, $AAPL: Valuation? Check. Technicals? Check. Should we be more bullish on this name?  Thanks @KristenScholer: https://t.co/zUVHaiEXxy'",pos,0.8798,0.1202,2016-03-04
705397719536373760,2016-03-03 14:21:36,2,"b""Thanks @barronsonline for mentioning our work on HY's supporting role in the equity rally:  https://t.co/Ge3EeYypki""",pos,0.989,0.011,2016-03-04
705397014192857088,2016-03-03 14:18:48,4,b'The number of sub-40% AAII bullish sentiment readings in the last year is the highest in the history of the survey. https://t.co/ZJ1zpmnHq6',pos,0.9992,0.0008,2016-03-04
705392769704009729,2016-03-03 14:01:56,2,"b'Jobless claims jump, but have now been below 300K for one full year. https://t.co/jHGkSYpkkF'",neg,0.2174,0.7826,2016-03-04
705390827254784000,2016-03-03 13:54:13,5,b'Can Health Care re-take its 50-day today and make it 10 out of 10?  https://t.co/UGb6ILJdE4  $SPY $XLV $XLF $XLK $$ https://t.co/HWiXycdJYj',neg,0.4623,0.5377,2016-03-04
705385039836663808,2016-03-03 13:31:13,3,"b'Also out at 8:30 was unit labor costs for Q4, revised down to +3.3% vs +4.3%. Nonfarm labor productivity -2.2% vs -2.9% expected.'",neg,0.0018,0.9982,2016-03-04
705384745123901440,2016-03-03 13:30:03,3,b'Initial Jobless Claims 278k vs 270k expected and 272k previous.',pos,0.6211,0.3789,2016-03-04
705376287087579137,2016-03-03 12:56:26,6,b'Macquarie drops a zero from its price target on SunEdison- from $20 to $2. $SUNE',neg,0.0937,0.9063,2016-03-04
705374568702222336,2016-03-03 12:49:37,7,"b'Despite a 2.5% rally in the last week, AAII bullish sentiment barely budged this week. Still stuck well below 40% (32%).'",pos,0.5626,0.4374,2016-03-04
705241591137607681,2016-03-03 04:01:12,0,b'Thanks for having us on @CNBCFastMoney  https://t.co/cFe4hvQCH1',neg,0.3535,0.6465,2016-03-03
705160085044109313,2016-03-02 22:37:20,7,"b'The Financial sector broke above its 50-DMA today, leaving just Health Care below: https://t.co/UGb6ILJdE4  $SPY $$ https://t.co/yQJBwvJI4o'",neg,0.0099,0.9901,2016-03-03
705156342269534208,2016-03-02 22:22:27,1,"b""ICYMI yesterday, here are clips from @georgepearkes on Bloomberg's #WDYM.\nhttps://t.co/Sw8wap6ar1""",pos,0.8299,0.1701,2016-03-03
705155978061332480,2016-03-02 22:21:00,0,"b""Paul's on @CNBCFastMoney now. If you're near a TV, tune in.""",neg,0.3492,0.6508,2016-03-03
705153760486674432,2016-03-02 22:12:12,11,"b'50 stocks down most during correction up 17%, while 50 stocks that did best up just 3.8%: https://t.co/BHIQwl755X https://t.co/3bVbsW7FXb'",neg,0.2795,0.7205,2016-03-03
705149814468644866,2016-03-02 21:56:31,2,"b""Ultimately, our subscribers look to us for interesting investment ideas.  Here's an update on an idea from Jan.  https://t.co/EiluGiP6Dl""",neg,0.1589,0.8411,2016-03-03
705110882674679808,2016-03-02 19:21:49,0,"b""Be sure to check out Bespoke's @PaulHickey on @CNBCFastMoney today at 5PM.""",neg,0.2174,0.7826,2016-03-03
705062041581711362,2016-03-02 16:07:44,10,"b""It's almost time to adjust the y-axis on crude oil inventories again. https://t.co/cdcBwNXbH1 https://t.co/ZKp19UDrqt""",neg,0.1766,0.8234,2016-03-03
705062031590825984,2016-03-02 16:07:42,2,"b'Oil spikes, now up 1.5%.'",neg,0.434,0.566,2016-03-03
705053014944514049,2016-03-02 15:31:52,11,b'Biggest weekly build in crude inventories since last April.',pos,0.9115,0.0885,2016-03-03
705049944084889600,2016-03-02 15:19:40,2,b'Biotech straight up since yesterday at 10 AM.  $IBB  https://t.co/o9pSM1pEuI https://t.co/uVlTKJAwk4',neg,0.4057,0.5943,2016-03-03
705035770973839360,2016-03-02 14:23:21,1,"b'See our must-read ""Closer"" free for two weeks with this no-obligation Bespoke trial offer: https://t.co/viTDmvgnfl https://t.co/diRPEh6J5c'",neg,0.3302,0.6698,2016-03-03
705026015270141952,2016-03-02 13:44:35,4,b'RT @KristenScholer: Stocks starting best two months of the year https://t.co/kPHO6DrN5S #MorningMoneyBeat. Chart per @bespokeinvest https:/\xe2\x80\xa6',pos,0.5286,0.4714,2016-03-03
704793707854356481,2016-03-01 22:21:29,5,b'Underyling breadth hits 2016 highs.  69% of S&amp;P 500 stocks now above 50-DMAs.  Industrials at 83%: https://t.co/fpaubwE9Xp  $SPY $XLI $$',neg,0.3323,0.6677,2016-03-02
704788290180927488,2016-03-01 21:59:57,1,b'RT @adamshell: My friends at Bespoke came up with the stock market factoid of the day !!!  March Madness Wall-Street style. https://t.co/pU\xe2\x80\xa6',pos,0.8132,0.1868,2016-03-02
704783375526141953,2016-03-01 21:40:25,2,"b'According to AAII, equity allocations a fell to a three-year low in February (61.5%), but are still above their average of 60% since 1987.'",neg,0.0138,0.9862,2016-03-02
704777582571552768,2016-03-01 21:17:24,3,b'Tesla $TSLA Citron short came right as the stock was bumping up against its 50-DMA: https://t.co/URKiNWMONd',pos,0.8859,0.1141,2016-03-02
704777149597806592,2016-03-01 21:15:41,22,"b'With a gain of 2.39%, the S&amp;P 500 just had its best start to March in its history: https://t.co/zu0CQdoBCl  $SPY $$ https://t.co/K7muHYeTCc'",pos,0.71,0.29,2016-03-02
704772554494496768,2016-03-01 20:57:25,0,"b""Check out Bespoke's George Pearkes at 4:40 PM ET on @BloombergTV with @TheStalwart talking markets and the economy.""",neg,0.4984,0.5016,2016-03-02
704759312456019968,2016-03-01 20:04:48,5,b'The 150 most shorted stocks (1.2%) in the S&amp;P 1500 are actually under-performing the least heavily shorted stocks (2.0%) today.',pos,0.892,0.108,2016-03-02
704728782209458176,2016-03-01 18:03:29,3,b'Just added two new stocks to the Bespoke Model Stock Portfolio.  For subscribers: https://t.co/x3duWbtinR Non-subs: https://t.co/E4ZftsxlZy',pos,0.9505,0.0495,2016-03-02
704726488512385024,2016-03-01 17:54:22,3,"b""Today's Chart of the Day looks at how the S&amp;P traded in the PM following prior strong AMs. https://t.co/73Te2WwJag https://t.co/j23O4n66gl""",neg,0.1949,0.8051,2016-03-02
704715857931472896,2016-03-01 17:12:08,4,"b""Catch Bespoke's @georgepearkes on #WDYM today (4:40pm) w/ @TheStalwart @scarletfu and @adsteel. Talking US economy and global FX.""",neg,0.2768,0.7232,2016-03-02
704713993794019332,2016-03-01 17:04:43,9,b'Best AM for the S&amp;P 500 (+1.75%) since August 27th. $SPY',neg,0.3015,0.6985,2016-03-02
704713439269232640,2016-03-01 17:02:31,10,"b""Apple $AAPL back to being a triple digit stock.  All's well again.""",pos,0.8627,0.1373,2016-03-02
704712705190567938,2016-03-01 16:59:36,2,b'Dollar Tree $DLTR has reversed a gap down on earnings to trade higher on the day.  Chart still intact.',pos,0.9331,0.0669,2016-03-02
704711880804323329,2016-03-01 16:56:19,8,"b""S&amp;P 500 just took out Friday's intraday high to move to its highest level since 1/7.  Now up 8.6% off its 2/11 low.  $SPY $$""",neg,0.0487,0.9513,2016-03-02
704706845135544320,2016-03-01 16:36:19,4,b'The average analyst price target for Valeant is still 125% above the current price. $VRX',neg,0.0378,0.9622,2016-03-02
704703441755623424,2016-03-01 16:22:47,6,b'Is Apple $AAPL stock turning a corner?  Has been over a year since new 52-week closing high was made: https://t.co/ivcaqo9zpf',pos,0.9462,0.0538,2016-03-02
704690344177360896,2016-03-01 15:30:45,8,b'Second straight month where more ISM components improved than declined. https://t.co/VvFtyehLZN https://t.co/WQmgOxgODa',neg,0.212,0.788,2016-03-02
704679804600262657,2016-03-01 14:48:52,3,b'Best February and start to a year for Ford truck sales since 2006. https://t.co/jDWHAoLsMB $F',neg,0.2908,0.7092,2016-03-02
704678796000174080,2016-03-01 14:44:51,8,b'The best performing stocks over the last 12 months?  Herbalife $HLF: https://t.co/3RkNWRPsQh https://t.co/2dWlgKXtIy',pos,0.8612,0.1388,2016-03-02
704678669302820868,2016-03-01 14:44:21,5,"b""Retailers make up a good chunk of the year's best performing stocks: https://t.co/3RkNWRPsQh https://t.co/U9RQpOKRDB""",pos,0.9822,0.0178,2016-03-02
704667686798823424,2016-03-01 14:00:43,5,"b""From today's Morning Lineup, a lot of red in the overnight PMIs. https://t.co/1bPXtMHTcd https://t.co/iAw510ynEM""",pos,0.8241,0.1759,2016-03-02
704662239966531584,2016-03-01 13:39:04,8,"b'The 4 best performing Russell 1,000 stocks YTD are $GRPN, $JCP, $NEM and $KORS.  Who had those four at the top of their 2016 buy lists?'",pos,0.7153,0.2847,2016-03-02
704661581834149892,2016-03-01 13:36:27,4,"b""Have a look at February's big winners and losers: https://t.co/m6X8uJetQa  $SPY $LNKD $DATA $GRPN $AA $WYNN $FCX $JUNO $JCP $KORS $FOSL $X""",pos,0.6735,0.3265,2016-03-02
704652651972182016,2016-03-01 13:00:58,0,"b'For those curious, that price target cut was at RBC.'",pos,0.786,0.214,2016-03-02
704651669624242176,2016-03-01 12:57:04,47,"b""RT @TheStalwart: What's happening with Valeant is basically Bill Ackman's thesis of what was supposed to happen with Herbalife.""",neg,0.0045,0.9955,2016-03-02
704651254732029952,2016-03-01 12:55:25,1,b'Valeant price target lowered by over $100 from $194 down to $85. $VRX',pos,0.7904,0.2096,2016-03-02
704435119910735873,2016-02-29 22:36:35,1,"b""Here's our latest post highlighting the performance of asset classes in February: https://t.co/clQpgO46fV  $SPY $XLF $XLE $XLK $XLV $XLI $$""",pos,0.9387,0.0613,2016-03-01
704432758915993601,2016-02-29 22:27:12,12,"b""Here's your key asset class performance in February, YTD and YoY: https://t.co/E4ZftsxlZy https://t.co/SWcUzmr5Ux""",pos,0.9803,0.0197,2016-03-01
704431814434123777,2016-02-29 22:23:26,24,b'Only two other years have seen more 1% days in first two months of the year: 1932 &amp; 2009. https://t.co/l4IGFVNXI5 https://t.co/janhUFkLXI',neg,0.079,0.921,2016-03-01
704418621108391937,2016-02-29 21:31:01,2,"b'Your best performing Russell 1,000 stock in February?  Groupon $GRPN -- Up 75.74%.  (Still down 42% last 12 months)  https://t.co/zu0CQdoBCl'",pos,0.957,0.043,2016-03-01
704410984845283328,2016-02-29 21:00:40,10,b'The 25 largest holders of Valeant own more than two-thirds of shares outstanding. $VRX',pos,0.9822,0.0178,2016-03-01
704409800126439424,2016-02-29 20:55:58,2,"b""What's in store for markets in March?  See Bespoke's March Seasonality Report with a 14-day free trial now: https://t.co/viTDmvgnfl""",pos,0.956,0.044,2016-03-01
704409295044136960,2016-02-29 20:53:57,7,b'A smorgasbord of investigations for Valeant. $VRX https://t.co/4K1nYBhrBv',neg,0.4831,0.5169,2016-03-01
704367578135793665,2016-02-29 18:08:11,8,"b'Oh those dogs.  Dogs of the Dow stocks are up 0.16% YTD, non-Dogs down 6.17%.  https://t.co/niEJeZyFIC https://t.co/WvAv0dPnLN'",pos,0.8559,0.1441,2016-03-01
704361362777088001,2016-02-29 17:43:29,15,"b'Since $AAPL added and $T removed almost a year ago, $AAPL down 24% while $T is up 11%: https://t.co/yiermSkcz1 https://t.co/fEfoRYlRAD'",pos,0.9216,0.0784,2016-03-01
704353303082172417,2016-02-29 17:11:28,8,b'Best performing S&amp;P 500 stocks in the month March over last 10 yrs. $GME $DFS $FSLR $CMG https://t.co/viTDmvgnfl https://t.co/83WS7jNdvE',pos,0.8748,0.1252,2016-03-01
704303107140882433,2016-02-29 13:52:00,3,b'Monday AM is the best time to start a free 14-day Bespoke research trial (no credit card required).  Do it here: https://t.co/RdIaYxMZ6a',neg,0.0089,0.9911,2016-03-01
704302690646560769,2016-02-29 13:50:21,2,b'Get our Morning Lineup in your inbox each AM. Has everything you need to know. Free trial: https://t.co/RdIaYxMZ6a https://t.co/IzI3w01JZT',pos,0.9542,0.0458,2016-03-01
704128728427798528,2016-02-29 02:19:05,7,"b""What's the bigger train wreck tonight? Hollywood or Chinese stocks?""",neg,0.1575,0.8425,2016-02-29
703935456119906305,2016-02-28 13:31:05,1,"b""This week's Brunch Reads are here! Transit, traders, sheep herds, &amp; fjord biking.\nhttps://t.co/tahvpDs4Fo\nbespoke-brunch-reads-22716\n/""",neg,0.2866,0.7134,2016-02-29
703572846652469248,2016-02-27 13:30:13,1,"b""Bespoke's Brunch Reads have moved to Sunday. See you then!""",pos,0.9553,0.0447,2016-02-28
